            V          S(V)          A(V)          I(V)          T(V)
       3680.0        4744.5         40.90      0.018476         1.165
       3670.0        4804.4         42.01      0.018762         1.182
       3660.0        4864.3         43.15      0.019049         1.198
       3650.0        4924.3         44.30      0.019338         1.214
       3640.0        4984.4         45.47      0.019630         1.231
       3630.0        5044.5         46.66      0.019923         1.247
       3620.0        5104.7         47.87      0.020218         1.264
       3610.0        5165.0         49.10      0.020515         1.281
       3600.0        5225.3         50.34      0.020814         1.297
       3590.0        5285.7         51.61      0.021115         1.314
       3580.0        5346.2         52.90      0.021418         1.331
       3570.0        5406.7         54.20      0.021723         1.348
       3560.0        5467.3         55.53      0.022030         1.365
       3550.0        5528.0         56.88      0.022339         1.382
       3540.0        5588.7         58.24      0.022649         1.399
       3530.0        5649.5         59.63      0.022962         1.416
       3520.0        5710.4         61.03      0.023277         1.434
       3510.0        5771.4         62.46      0.023594         1.451
       3500.0        5832.4         63.91      0.023913         1.468
       3490.0        5893.4         65.37      0.024234         1.486
       3480.0        5954.5         66.86      0.024558         1.503
       3470.0        6015.7         68.38      0.024884         1.521
       3460.0        6076.9         69.91      0.025212         1.539
       3450.0        6138.1         71.46      0.025542         1.556
       3440.0        6199.5         73.04      0.025875         1.574
       3430.0        6260.9         74.64      0.026210         1.592
       3420.0        6322.4         76.26      0.026547         1.610
       3410.0        6383.9         77.91      0.026887         1.628
       3400.0        6445.5         79.57      0.027229         1.646
       3390.0        6507.1         81.27      0.027573         1.664
       3380.0        6568.9         82.98      0.027920         1.683
       3370.0        6630.7         84.72      0.028269         1.701
       3360.0        6692.6         86.48      0.028621         1.719
       3350.0        6754.6         88.26      0.028975         1.738
       3340.0        6816.7         90.07      0.029332         1.756
       3330.0        6878.8         91.90      0.029691         1.775
       3320.0        6941.0         93.76      0.030053         1.794
       3310.0        7003.3         95.64      0.030418         1.812
       3300.0        7065.6         97.55      0.030785         1.831
       3290.0        7127.9         99.48      0.031154         1.850
       3280.0        7190.4        101.44      0.031527         1.869
       3270.0        7253.0        103.42      0.031902         1.888
       3260.0        7315.6        105.43      0.032280         1.907
       3250.0        7378.3        107.47      0.032661         1.927
       3240.0        7441.1        109.53      0.033045         1.946
       3230.0        7504.0        111.62      0.033431         1.965
       3220.0        7566.9        113.73      0.033821         1.985
       3210.0        7629.9        115.88      0.034213         2.005
       3200.0        7693.1        118.05      0.034609         2.024
       3190.0        7756.2        120.25      0.035007         2.044
       3180.0        7819.4        122.47      0.035408         2.064
       3170.0        7882.7        124.73      0.035811         2.084
       3160.0        7946.0        127.01      0.036218         2.104
       3150.0        8009.4        129.32      0.036628         2.124
       3140.0        8072.9        131.66      0.037042         2.144
       3130.0        8136.5        134.03      0.037458         2.164
       3120.0        8200.3        136.43      0.037879         2.185
       3110.0        8264.1        138.86      0.038302         2.205
       3100.0        8328.0        141.33      0.038728         2.226
       3090.0        8392.0        143.82      0.039158         2.247
       3080.0        8456.1        146.34      0.039591         2.267
       3070.0        8520.3        148.89      0.040028         2.288
       3060.0        8584.6        151.47      0.040469         2.309
       3050.0        8648.9        154.09      0.040912         2.330
       3040.0        8713.2        156.74      0.041358         2.351
       3030.0        8777.7        159.42      0.041809         2.373
       3020.0        8842.3        162.13      0.042263         2.394
       3010.0        8906.9        164.88      0.042721         2.415
       3000.0        8971.7        167.67      0.043181         2.437
       2990.0        9036.5        170.48      0.043647         2.459
       2980.0        9101.3        173.33      0.044116         2.480
       2970.0        9166.3        176.22      0.044589         2.502
       2960.0        9231.5        179.14      0.045065         2.524
       2950.0        9296.6        182.09      0.045545         2.546
       2940.0        9361.9        185.07      0.046029         2.568
       2930.0        9427.2        188.10      0.046517         2.591
       2920.0        9492.7        191.16      0.047009         2.613
       2910.0        9558.3        194.26      0.047506         2.636
       2900.0        9624.0        197.39      0.048007         2.658
       2890.0        9689.8        200.57      0.048512         2.681
       2880.0        9755.8        203.78      0.049021         2.704
       2870.0        9821.9        207.03      0.049535         2.727
       2860.0        9888.0        210.32      0.050053         2.750
       2850.0        9954.2        213.65      0.050575         2.773
       2840.0       10020.5        217.01      0.051101         2.796
       2830.0       10086.9        220.42      0.051632         2.820
       2820.0       10153.4        223.87      0.052167         2.843
       2810.0       10219.9        227.36      0.052707         2.867
       2800.0       10286.4        230.88      0.053252         2.890
       2790.0       10353.1        234.46      0.053802         2.914
       2780.0       10419.9        238.07      0.054357         2.938
       2770.0       10486.8        241.74      0.054917         2.962
       2760.0       10553.8        245.44      0.055482         2.987
       2750.0       10620.9        249.19      0.056052         3.011
       2740.0       10688.2        252.99      0.056627         3.036
       2730.0       10755.4        256.82      0.057207         3.060
       2720.0       10822.7        260.70      0.057791         3.085
       2710.0       10890.2        264.62      0.058381         3.110
       2700.0       10957.8        268.59      0.058976         3.135
       2690.0       11025.5        272.61      0.059577         3.160
       2680.0       11093.4        276.68      0.060184         3.185
       2670.0       11161.3        280.80      0.060796         3.211
       2660.0       11229.6        284.96      0.061414         3.236
       2650.0       11298.1        289.17      0.062037         3.262
       2640.0       11366.6        293.44      0.062666         3.288
       2630.0       11435.3        297.76      0.063301         3.314
       2620.0       11504.1        302.12      0.063942         3.340
       2610.0       11573.0        306.54      0.064588         3.366
       2600.0       11641.4        311.01      0.065241         3.393
       2590.0       11710.3        315.52      0.065900         3.419
       2580.0       11779.3        320.10      0.066564         3.446
       2570.0       11848.5        324.72      0.067235         3.473
       2560.0       11917.8        329.40      0.067913         3.500
       2550.0       11987.1        334.14      0.068596         3.527
       2540.0       12056.6        338.93      0.069287         3.554
       2530.0       12126.2        343.77      0.069983         3.582
       2520.0       12195.9        348.68      0.070687         3.609
       2510.0       12265.8        353.64      0.071398         3.637
       2500.0       12335.8        358.67      0.072116         3.665
       2490.0       12406.1        363.75      0.072841         3.693
       2480.0       12476.4        368.89      0.073573         3.721
       2470.0       12546.8        374.09      0.074312         3.750
       2460.0       12617.3        379.36      0.075058         3.779
       2450.0       12687.9        384.68      0.075812         3.807
       2440.0       12758.7        390.07      0.076573         3.836
       2430.0       12829.4        395.52      0.077341         3.865
       2420.0       12900.3        401.03      0.078117         3.895
       2410.0       12971.3        406.60      0.078900         3.924
       2400.0       13042.4        412.24      0.079692         3.954
       2390.0       13113.6        417.94      0.080490         3.983
       2380.0       13184.9        423.71      0.081298         4.013
       2370.0       13256.2        429.55      0.082112         4.043
       2360.0       13327.7        435.46      0.082936         4.074
       2350.0       13399.6        441.44      0.083768         4.104
       2340.0       13471.5        447.49      0.084609         4.135
       2330.0       13543.5        453.61      0.085458         4.165
       2320.0       13615.1        459.80      0.086316         4.196
       2310.0       13687.3        466.06      0.087183         4.228
       2300.0       13759.6        472.40      0.088059         4.259
       2290.0       13832.2        478.81      0.088944         4.291
       2280.0       13904.8        485.30      0.089839         4.322
       2270.0       13977.6        491.86      0.090742         4.354
       2260.0       14050.7        498.50      0.091655         4.386
       2250.0       14123.6        505.21      0.092577         4.419
       2240.0       14196.7        512.01      0.093510         4.452
       2230.0       14269.9        518.88      0.094452         4.485
       2220.0       14343.2        525.84      0.095405         4.517
       2210.0       14416.6        532.88      0.096368         4.550
       2200.0       14490.2        540.03      0.097346         4.584
       2190.0       14563.8        547.23      0.098328         4.617
       2180.0       14637.4        554.50      0.099321         4.651
       2170.0       14711.2        561.87      0.100324         4.685
       2160.0       14785.1        569.33      0.101340         4.719
       2150.0       14859.2        576.88      0.102367         4.753
       2140.0       14933.5        584.52      0.103406         4.788
       2130.0       15008.0        592.26      0.104456         4.823
       2120.0       15082.5        600.09      0.105519         4.858
       2110.0       15157.1        607.99      0.106592         4.893
       2100.0       15231.9        616.00      0.107678         4.929
       2090.0       15306.7        624.11      0.108776         4.964
       2080.0       15381.7        632.31      0.109886         5.000
       2070.0       15456.6        640.58      0.111006         5.036
       2060.0       15531.6        648.95      0.112138         5.073
       2050.0       15606.8        657.43      0.113283         5.109
       2040.0       15682.1        666.02      0.114444         5.146
       2030.0       15757.6        674.70      0.115616         5.183
       2020.0       15833.2        683.47      0.116803         5.221
       2010.0       15908.9        692.35      0.118003         5.258
       2000.0       15984.7        701.34      0.119217         5.296
       1990.0       16060.6        710.44      0.120445         5.334
       1980.0       16136.8        719.66      0.121685         5.372
       1970.0       16213.1        728.99      0.122941         5.411
       1960.0       16289.5        738.43      0.124212         5.450
       1950.0       16365.8        747.95      0.125497         5.489
       1940.0       16442.1        757.58      0.126798         5.528
       1930.0       16518.7        767.34      0.128114         5.568
       1920.0       16595.6        777.20      0.129444         5.608
       1910.0       16672.5        787.20      0.130792         5.648
       1900.0       16749.4        797.31      0.132156         5.688
       1890.0       16826.1        807.54      0.133536         5.729
       1880.0       16903.1        817.90      0.134934         5.770
       1870.0       16980.3        828.38      0.136347         5.811
       1860.0       17057.7        838.96      0.137776         5.852
       1850.0       17135.4        849.68      0.139224         5.894
       1840.0       17212.8        860.54      0.140689         5.936
       1830.0       17290.1        871.52      0.142174         5.978
       1820.0       17367.7        882.66      0.143679         6.021
       1810.0       17445.6        893.92      0.145202         6.064
       1800.0       17523.8        905.27      0.146739         6.107
       1790.0       17602.2        916.78      0.148297         6.151
       1780.0       17680.7        928.44      0.149876         6.194
       1770.0       17758.8        940.23      0.151474         6.238
       1760.0       17837.1        952.18      0.153095         6.283
       1750.0       17915.6        964.28      0.154738         6.328
       1740.0       17994.4        976.53      0.156401         6.373
       1730.0       18074.3        988.93      0.158087         6.418
       1720.0       18153.6       1001.48      0.159794         6.464
       1710.0       18232.6       1014.20      0.161527         6.510
       1700.0       18311.8       1027.08      0.163283         6.557
       1690.0       18389.8       1040.11      0.165061         6.604
       1680.0       18469.1       1053.29      0.166861         6.651
       1670.0       18548.9       1066.64      0.168686         6.698
       1660.0       18628.6       1080.17      0.170538         6.746
       1650.0       18708.6       1093.89      0.172417         6.794
       1640.0       18788.8       1107.79      0.174324         6.843
       1630.0       18869.2       1121.88      0.176257         6.892
       1620.0       18949.6       1136.13      0.178217         6.942
       1610.0       19030.3       1150.58      0.180207         6.992
       1600.0       19111.1       1165.23      0.182225         7.042
       1590.0       19192.0       1180.06      0.184269         7.093
       1580.0       19273.0       1195.07      0.186348         7.144
       1570.0       19354.3       1210.32      0.188458         7.196
       1560.0       19435.7       1225.79      0.190603         7.248
       1550.0       19517.5       1241.47      0.192781         7.300
       1540.0       19599.5       1257.38      0.194992         7.353
       1530.0       19681.7       1273.50      0.197237         7.407
       1520.0       19764.3       1289.86      0.199519         7.461
       1510.0       19847.2       1306.47      0.201839         7.516
       1500.0       19930.4       1323.33      0.204199         7.571
       1490.0       20013.8       1340.45      0.206598         7.627
       1480.0       20097.4       1357.81      0.209036         7.683
       1470.0       20181.2       1375.44      0.211517         7.740
       1460.0       20265.4       1393.35      0.214040         7.797
       1450.0       20350.0       1411.57      0.216612         7.855
       1440.0       20434.8       1430.07      0.219229         7.914
       1430.0       20519.9       1448.86      0.221891         7.973
       1420.0       20605.4       1467.94      0.224599         8.033
       1410.0       20691.2       1487.34      0.227359         8.094
       1400.0       20777.6       1507.09      0.230172         8.156
       1390.0       20939.9       1527.18      0.233041         8.218
       1380.0       20951.4       1547.60      0.235962         8.281
       1370.0       21038.8       1568.36      0.238937         8.344
       1360.0       21126.6       1589.48      0.241971         8.409
       1350.0       21214.9       1610.99      0.245067         8.474
       1340.0       21303.8       1632.91      0.248228         8.540
       1330.0       21393.0       1655.22      0.251452         8.607
       1320.0       21482.6       1677.91      0.254739         8.674
       1310.0       21572.8       1701.01      0.258093         8.743
       1300.0       21663.5       1724.57      0.261519         8.812
       1290.0       21754.8       1748.60      0.265020         8.883
       1280.0       21846.7       1773.10      0.268598         8.954
       1270.0       21939.0       1798.04      0.272250         9.027
       1260.0       22031.7       1823.46      0.275979         9.100
       1250.0       22125.2       1849.43      0.279797         9.175
       1240.0       22219.3       1875.95      0.283705         9.250
       1230.0       22314.8       1903.03      0.287702         9.327
       1220.0       22410.7       1930.67      0.291793         9.405
       1210.0       22507.2       1958.84      0.295974         9.484
       1200.0       22604.5       1987.64      0.300256         9.564
       1190.0       22703.1       2017.22      0.304661         9.646
       1180.0       22798.1       2047.39      0.309167         9.729
       1170.0       22897.7       2078.37      0.313802         9.813
       1160.0       22998.1       2110.19      0.318573         9.900
       1150.0       23099.2       2142.75      0.323466         9.987
       1140.0       23202.5       2176.37      0.328528        10.077
       1130.0       23307.7       2210.96      0.333747        10.170
       1120.0       23413.9       2246.65      0.339141        10.264
       1110.0       23522.4       2283.79      0.344763        10.362
       1100.0       23636.6       2323.83      0.350830        10.465
       1090.0       23758.4       2366.82      0.357348        10.576
       1080.0       23889.4       2414.11      0.364509        10.697
       1070.0       24036.0       2467.88      0.372635        10.833
       1060.0       24200.8       2530.32      0.382026        10.988
       1050.0       24383.4       2601.12      0.392596        11.161
       1040.0       24588.2       2682.67      0.404652        11.357
       1030.0       24812.5       2775.20      0.418131        11.574
       1020.0       25052.2       2876.94      0.432815        11.808
       1010.0       25301.9       2986.87      0.448398        12.054
       1000.0       25565.3       3105.46      0.464947        12.312
        990.0       25828.1       3231.76      0.482283        12.580
        980.0       26101.1       3366.15      0.500426        12.857
        970.0       26379.4       3507.83      0.519234        13.143
        960.0       26666.5       3659.90      0.539098        13.441
        950.0       26971.7       3820.01      0.559659        13.759
        940.0       27255.4       3989.70      0.581105        14.061
        930.0       27558.4       4168.75      0.603361        14.384
        920.0       27865.3       4357.52      0.626447        14.716
        910.0       28177.4       4557.09      0.650497        15.058
        900.0       28493.3       4766.76      0.675342        15.407
        890.0       28814.9       4987.89      0.701141        15.766
        880.0       29140.9       5220.33      0.727869        16.134
        870.0       29468.0       5464.36      0.755525        16.508
        860.0       29802.3       5720.71      0.784174        16.895
        850.0       30139.7       5990.05      0.813812        17.289
        840.0       30477.7       6271.84      0.845906        17.689
        830.0       30823.1       6567.81      0.876803        18.103
        820.0       31170.7       6877.14      0.909002        18.524
        810.0       31517.8       7199.68      0.942725        18.950
        800.0       31872.7       7539.61      0.977889        19.391
        790.0       32229.5       7894.69      1.014190        19.839
        780.0       32586.1       8264.45      1.051552        20.294
        770.0       32950.4       8653.22      1.090476        20.764
        760.0       33315.0       9058.41      1.130198        21.234
        750.0       33681.1       9480.47      1.171985        21.726
        740.0       34052.3       9922.75      1.214956        22.224
        730.0       34427.4      10384.76      1.259520        22.733
        720.0       34801.4      10866.32      1.305467        23.250
        710.0       35179.4      11369.66      1.353058        23.779
        700.0       35559.5      11893.97      1.402346        24.319
        690.0       35945.6      12443.13      1.453638        24.873
        680.0       36332.7      13016.12      1.506717        25.438
        670.0       36722.4      13613.31      1.561781        26.016
        660.0       37115.9      14239.77      1.618997        26.607
        650.0       37508.1      14891.11      1.678198        27.212
        640.0       37910.4      15573.57      1.740114        27.830
        630.0       38307.4      16288.29      1.804433        28.465
        620.0       38719.1      17033.20      1.871241        29.114
        610.0       39203.1      17814.23      1.940899        29.779
        600.0       39539.8      18631.24      2.013467        30.461
        590.0       39959.9      19489.25      2.089520        31.185
        580.0       40381.4      20387.74      2.168799        31.886
        570.0       40806.9      21335.27      2.252791        32.626
        560.0       41238.5      22317.22      2.338558        33.389
        550.0       41673.6      23357.04      2.429526        34.174
        540.0       42113.6      24446.85      2.524987        34.982
        530.0       42558.2      25594.74      2.625228        35.814
        520.0       43012.9      26807.23      2.730936        36.678
        510.0       43470.9      28084.98      2.842083        37.567
        500.0       43934.3      29428.75      2.959216        38.486
        490.0       44398.1      30851.22      3.082687        39.432
        480.0       44884.8      32359.34      3.213891        40.425
        470.0       45371.3      33952.79      3.352599        41.449
        460.0       45864.9      35645.25      3.499508        42.511
        450.0       46367.0      37444.61      3.655765        43.615
        440.0       46878.3      39351.98      3.821910        44.764
        430.0       47420.7      41389.53      3.998939        45.983
        420.0       47928.9      43562.21      4.187958        47.209
        410.0       48471.2      45883.32      4.390388        48.514
        400.0       49019.7      48366.59      4.606909        49.875
        390.0       49586.4      51032.27      4.840588        51.305
        380.0       50164.9      53893.90      5.090126        52.803
        370.0       50753.8      56978.53      5.360208        54.377
        360.0       51358.8      60300.35      5.652617        56.034
        350.0       51976.4      63899.05      5.968328        57.776
        340.0       52612.8      67795.68      6.311791        59.619
        330.0       53264.1      72040.73      6.685709        61.564
        320.0       53934.9      76651.43      7.094249        63.628
        310.0       54623.4      81695.94      7.541643        65.816
        300.0       55335.2      87226.50      8.033539        68.148
        290.0       56067.6      93312.62      8.575971        70.631
        280.0       56824.6     100024.11      9.175350        73.288
        270.0       57625.9     107460.45      9.841372        76.132
        260.0       58407.6     115731.15     10.584443        79.192
        250.0       59257.6     124979.19     11.417226        82.488
        240.0       60126.8     135347.83     12.353489        86.051
        230.0       61038.7     147048.66     13.412943        89.921
        220.0       61986.6     160316.71     14.617952        94.134
        210.0       62976.4     175455.84     15.996789        98.737
        200.0       64013.1     192841.15     17.585151       103.795
        190.0       65100.1     212952.30     19.427830       109.375
        180.0       66244.1     236404.45     21.582763       115.567
        170.0       67453.3     263987.32     24.124959       122.483
        160.0       68733.5     296759.23     27.154112       130.235
        150.0       70093.8     336131.99     30.804439       139.018
        140.0       71546.7     384038.28     35.258714       149.044
        130.0       73104.9     443173.57     40.773278       160.598
        120.0       74789.5     517393.16     47.714507       174.060
        110.0       76610.4     612369.35     56.622638       189.950
        100.0       78606.7     736765.21     68.323164       208.999
