            V          S(V)          A(V)          I(V)          T(V)
       3680.0        4783.9         41.53      0.018607         1.174
       3670.0        4842.8         42.63      0.018888         1.190
       3660.0        4901.8         43.76      0.019171         1.206
       3650.0        4960.9         44.90      0.019455         1.222
       3640.0        5019.9         46.06      0.019741         1.239
       3630.0        5079.1         47.23      0.020029         1.255
       3620.0        5138.2         48.43      0.020319         1.271
       3610.0        5197.4         49.64      0.020610         1.288
       3600.0        5256.6         50.87      0.020903         1.304
       3590.0        5315.9         52.12      0.021198         1.321
       3580.0        5375.2         53.38      0.021495         1.337
       3570.0        5434.5         54.66      0.021794         1.354
       3560.0        5493.8         55.96      0.022094         1.370
       3550.0        5553.0         57.28      0.022395         1.387
       3540.0        5612.2         58.62      0.022699         1.404
       3530.0        5671.4         59.97      0.023005         1.420
       3520.0        5730.7         61.35      0.023312         1.437
       3510.0        5790.0         62.74      0.023622         1.454
       3500.0        5849.3         64.15      0.023932         1.471
       3490.0        5908.7         65.58      0.024245         1.488
       3480.0        5968.1         67.03      0.024559         1.505
       3470.0        6027.6         68.49      0.024875         1.522
       3460.0        6087.0         69.98      0.025194         1.539
       3450.0        6146.4         71.49      0.025514         1.556
       3440.0        6205.8         73.01      0.025835         1.574
       3430.0        6265.4         74.56      0.026160         1.591
       3420.0        6324.8         76.13      0.026486         1.608
       3410.0        6384.2         77.71      0.026814         1.626
       3400.0        6443.6         79.30      0.027143         1.643
       3390.0        6502.9         80.92      0.027474         1.661
       3380.0        6562.3         82.57      0.027808         1.678
       3370.0        6621.7         84.23      0.028144         1.696
       3360.0        6681.2         85.91      0.028482         1.714
       3350.0        6740.7         87.62      0.028822         1.731
       3340.0        6800.2         89.34      0.029164         1.749
       3330.0        6859.8         91.09      0.029509         1.767
       3320.0        6919.4         92.86      0.029855         1.785
       3310.0        6978.9         94.65      0.030204         1.803
       3300.0        7038.2         96.45      0.030554         1.821
       3290.0        7097.8         98.28      0.030906         1.839
       3280.0        7157.4        100.13      0.031260         1.857
       3270.0        7217.0        102.00      0.031617         1.875
       3260.0        7276.6        103.89      0.031977         1.893
       3250.0        7336.0        105.81      0.032338         1.912
       3240.0        7395.4        107.74      0.032702         1.930
       3230.0        7454.8        109.70      0.033068         1.948
       3220.0        7514.2        111.68      0.033437         1.967
       3210.0        7573.6        113.68      0.033808         1.985
       3200.0        7633.1        115.71      0.034181         2.004
       3190.0        7692.6        117.76      0.034557         2.022
       3180.0        7752.2        119.83      0.034935         2.041
       3170.0        7811.9        121.91      0.035314         2.060
       3160.0        7871.6        124.03      0.035696         2.079
       3150.0        7931.1        126.16      0.036081         2.098
       3140.0        7990.6        128.33      0.036470         2.117
       3130.0        8050.2        130.51      0.036859         2.136
       3120.0        8110.0        132.72      0.037252         2.155
       3110.0        8169.5        134.95      0.037647         2.174
       3100.0        8229.0        137.20      0.038044         2.193
       3090.0        8289.2        139.48      0.038445         2.212
       3080.0        8348.7        141.78      0.038848         2.232
       3070.0        8408.1        144.11      0.039254         2.251
       3060.0        8467.7        146.47      0.039663         2.271
       3050.0        8527.3        148.85      0.040074         2.290
       3040.0        8586.9        151.25      0.040487         2.310
       3030.0        8646.6        153.67      0.040903         2.329
       3020.0        8706.4        156.12      0.041323         2.349
       3010.0        8766.0        158.60      0.041744         2.369
       3000.0        8825.2        161.09      0.042168         2.389
       2990.0        8884.7        163.62      0.042595         2.409
       2980.0        8944.3        166.17      0.043025         2.428
       2970.0        9003.9        168.74      0.043459         2.449
       2960.0        9063.6        171.35      0.043895         2.469
       2950.0        9123.2        173.98      0.044335         2.489
       2940.0        9182.6        176.64      0.044778         2.509
       2930.0        9242.0        179.33      0.045225         2.529
       2920.0        9301.5        182.04      0.045672         2.550
       2910.0        9361.1        184.77      0.046123         2.570
       2900.0        9421.2        187.52      0.046577         2.591
       2890.0        9480.7        190.31      0.047034         2.611
       2880.0        9540.2        193.12      0.047494         2.632
       2870.0        9599.9        195.97      0.047958         2.652
       2860.0        9659.5        198.84      0.048426         2.673
       2850.0        9719.2        201.75      0.048897         2.694
       2840.0        9779.0        204.68      0.049372         2.715
       2830.0        9838.6        207.65      0.049850         2.736
       2820.0        9898.1        210.64      0.050327         2.757
       2810.0        9957.5        213.66      0.050815         2.779
       2800.0       10017.4        216.70      0.051303         2.800
       2790.0       10076.7        219.76      0.051788         2.821
       2780.0       10135.9        222.82      0.052280         2.842
       2770.0       10195.2        225.95      0.052777         2.864
       2760.0       10254.6        229.10      0.053278         2.885
       2750.0       10314.0        232.29      0.053782         2.907
       2740.0       10373.5        235.51      0.054291         2.928
       2730.0       10433.1        238.76      0.054804         2.950
       2720.0       10492.8        242.05      0.055322         2.972
       2710.0       10552.5        245.37      0.055844         2.994
       2700.0       10612.3        248.73      0.056370         3.016
       2690.0       10672.2        252.12      0.056901         3.039
       2680.0       10732.9        255.55      0.057436         3.061
       2670.0       10792.9        258.99      0.057974         3.083
       2660.0       10852.5        262.46      0.058514         3.106
       2650.0       10912.0        265.96      0.059058         3.128
       2640.0       10971.5        269.49      0.059605         3.151
       2630.0       11031.0        273.06      0.060157         3.173
       2620.0       11090.6        276.66      0.060714         3.196
       2610.0       11150.1        280.30      0.061275         3.219
       2600.0       11209.7        283.97      0.061840         3.242
       2590.0       11269.4        287.68      0.062411         3.265
       2580.0       11329.1        291.43      0.062986         3.288
       2570.0       11388.9        295.22      0.063567         3.311
       2560.0       11448.8        299.05      0.064153         3.334
       2550.0       11508.8        302.91      0.064743         3.358
       2540.0       11568.8        306.81      0.065339         3.381
       2530.0       11628.7        310.74      0.065939         3.405
       2520.0       11688.7        314.71      0.066544         3.429
       2510.0       11748.6        318.71      0.067154         3.453
       2500.0       11808.6        322.76      0.067769         3.476
       2490.0       11868.4        326.83      0.068388         3.500
       2480.0       11928.3        330.95      0.069012         3.525
       2470.0       11988.2        335.10      0.069642         3.549
       2460.0       12048.3        339.31      0.070278         3.573
       2450.0       12108.3        343.55      0.070919         3.598
       2440.0       12168.4        347.83      0.071566         3.622
       2430.0       12228.5        352.16      0.072219         3.647
       2420.0       12288.7        356.53      0.072877         3.672
       2410.0       12349.0        360.95      0.073542         3.697
       2400.0       12409.3        365.40      0.074213         3.722
       2390.0       12469.7        369.90      0.074890         3.747
       2380.0       12530.1        374.43      0.075573         3.772
       2370.0       12590.5        379.02      0.076262         3.798
       2360.0       12650.7        383.64      0.076957         3.823
       2350.0       12711.2        388.31      0.077659         3.849
       2340.0       12771.7        393.03      0.078367         3.875
       2330.0       12832.3        397.80      0.079081         3.901
       2320.0       12893.0        402.61      0.079802         3.927
       2310.0       12953.7        407.47      0.080530         3.953
       2300.0       13014.5        412.38      0.081263         3.979
       2290.0       13075.1        417.34      0.082005         4.006
       2280.0       13135.7        422.34      0.082755         4.032
       2270.0       13196.4        427.41      0.083512         4.059
       2260.0       13257.3        432.52      0.084277         4.086
       2250.0       13318.2        437.68      0.085047         4.113
       2240.0       13379.3        442.89      0.085826         4.140
       2230.0       13440.5        448.15      0.086613         4.167
       2220.0       13501.8        453.47      0.087408         4.195
       2210.0       13563.0        458.85      0.088210         4.222
       2200.0       13624.4        464.28      0.089021         4.250
       2190.0       13685.8        469.77      0.089841         4.278
       2180.0       13747.3        475.31      0.090668         4.306
       2170.0       13808.9        480.91      0.091504         4.335
       2160.0       13870.6        486.56      0.092349         4.363
       2150.0       13932.4        492.28      0.093203         4.392
       2140.0       13994.3        498.06      0.094066         4.420
       2130.0       14056.3        503.90      0.094939         4.449
       2120.0       14117.0        509.80      0.095821         4.478
       2110.0       14178.8        515.76      0.096712         4.508
       2100.0       14240.7        521.79      0.097613         4.537
       2090.0       14303.8        527.88      0.098523         4.567
       2080.0       14365.8        534.04      0.099444         4.597
       2070.0       14427.9        540.27      0.100376         4.627
       2060.0       14490.2        546.56      0.101318         4.657
       2050.0       14552.6        552.92      0.102270         4.687
       2040.0       14615.2        559.35      0.103233         4.718
       2030.0       14678.1        565.86      0.104207         4.749
       2020.0       14741.0        572.44      0.105193         4.780
       2010.0       14804.1        579.08      0.106190         4.811
       2000.0       14867.3        585.81      0.107199         4.842
       1990.0       14930.6        592.61      0.108219         4.874
       1980.0       14994.0        599.49      0.109252         4.906
       1970.0       15057.5        606.45      0.110298         4.938
       1960.0       15120.9        613.49      0.111357         4.970
       1950.0       15184.5        620.61      0.112429         5.003
       1940.0       15248.2        627.82      0.113514         5.036
       1930.0       15311.9        635.12      0.114613         5.069
       1920.0       15375.7        642.50      0.115726         5.102
       1910.0       15439.7        649.96      0.116853         5.136
       1900.0       15503.9        657.52      0.117994         5.169
       1890.0       15568.5        665.17      0.119150         5.203
       1880.0       15633.3        672.91      0.120321         5.238
       1870.0       15698.2        680.74      0.121507         5.272
       1860.0       15763.3        688.68      0.122710         5.307
       1850.0       15828.3        696.72      0.123928         5.342
       1840.0       15893.4        704.85      0.125163         5.378
       1830.0       15958.8        713.09      0.126415         5.413
       1820.0       16024.4        721.44      0.127684         5.449
       1810.0       16090.1        729.90      0.128972         5.486
       1800.0       16156.1        738.46      0.130277         5.522
       1790.0       16222.4        747.13      0.131599         5.559
       1780.0       16288.9        755.92      0.132941         5.596
       1770.0       16355.6        764.83      0.134302         5.634
       1760.0       16422.4        773.85      0.135683         5.672
       1750.0       16489.4        782.99      0.137083         5.710
       1740.0       16556.6        792.26      0.138504         5.749
       1730.0       16623.9        801.65      0.139946         5.787
       1720.0       16691.6        811.17      0.141409         5.827
       1710.0       16759.6        820.82      0.142894         5.866
       1700.0       16827.8        830.60      0.144401         5.906
       1690.0       16896.2        840.51      0.145931         5.946
       1680.0       16964.8        850.58      0.147486         5.987
       1670.0       17033.7        860.78      0.149065         6.028
       1660.0       17102.8        871.13      0.150668         6.070
       1650.0       17172.0        881.62      0.152295         6.112
       1640.0       17241.5        892.26      0.153947         6.154
       1630.0       17311.1        903.05      0.155625         6.197
       1620.0       17381.1        914.00      0.157331         6.240
       1610.0       17451.4        925.12      0.159065         6.283
       1600.0       17521.9        936.40      0.160827         6.327
       1590.0       17592.7        947.85      0.162618         6.372
       1580.0       17663.9        959.48      0.164440         6.416
       1570.0       17735.4        971.29      0.166291         6.462
       1560.0       17807.1        983.27      0.168174         6.507
       1550.0       17879.1        995.44      0.170086         6.554
       1540.0       17951.4       1007.77      0.172033         6.600
       1530.0       18023.9       1020.32      0.174013         6.648
       1520.0       18096.6       1033.07      0.176028         6.695
       1510.0       18169.6       1046.02      0.178079         6.744
       1500.0       18243.0       1059.18      0.180166         6.792
       1490.0       18316.8       1072.55      0.182290         6.842
       1480.0       18391.0       1086.13      0.184452         6.892
       1470.0       18465.5       1099.94      0.186653         6.942
       1460.0       18540.4       1113.98      0.188895         6.993
       1450.0       18615.5       1128.26      0.191179         7.045
       1440.0       18691.0       1142.78      0.193506         7.097
       1430.0       18766.4       1157.55      0.195876         7.150
       1420.0       18842.6       1172.57      0.198292         7.203
       1410.0       18919.1       1187.86      0.200753         7.258
       1400.0       18996.2       1203.41      0.203264         7.312
       1390.0       19073.6       1219.25      0.205824         7.368
       1380.0       19151.4       1235.37      0.208435         7.424
       1370.0       19229.7       1251.77      0.211096         7.481
       1360.0       19308.5       1268.48      0.213813         7.539
       1350.0       19387.7       1285.51      0.216586         7.597
       1340.0       19467.5       1302.86      0.219418         7.656
       1330.0       19547.8       1320.56      0.222311         7.716
       1320.0       19628.4       1338.58      0.225263         7.777
       1310.0       19709.5       1356.99      0.228284         7.839
       1300.0       19791.2       1375.79      0.231374         7.901
       1290.0       19873.5       1394.96      0.234533         7.965
       1280.0       19956.3       1414.59      0.237771         8.030
       1270.0       20040.0       1434.62      0.241083         8.095
       1260.0       20124.2       1455.07      0.244471         8.162
       1250.0       20209.5       1476.07      0.247955         8.230
       1240.0       20295.5       1497.54      0.251524         8.299
       1230.0       20382.3       1519.53      0.255186         8.369
       1220.0       20470.4       1542.12      0.258955         8.441
       1210.0       20559.2       1565.29      0.262826         8.514
       1200.0       20649.2       1589.15      0.266818         8.589
       1190.0       20741.4       1613.92      0.270971         8.666
       1180.0       20834.2       1639.33      0.275235         8.744
       1170.0       20929.9       1665.89      0.279695         8.826
       1160.0       21028.7       1693.74      0.284378         8.911
       1150.0       21128.7       1722.66      0.289242         8.997
       1140.0       21234.6       1753.29      0.294395         9.090
       1130.0       21344.4       1785.77      0.299890         9.186
       1120.0       21456.9       1820.04      0.305613         9.286
       1110.0       21579.5       1857.88      0.311951         9.396
       1100.0       21706.6       1897.95      0.318652         9.511
       1090.0       21839.6       1940.82      0.325798         9.633
       1080.0       21984.8       1988.68      0.333720         9.767
       1070.0       22134.4       2039.62      0.342146         9.907
       1060.0       22297.0       2095.57      0.351280        10.059
       1050.0       22466.6       2155.88      0.361071        10.219
       1040.0       22644.3       2221.44      0.371606        10.390
       1030.0       22833.4       2291.91      0.382840        10.571
       1020.0       23025.5       2367.55      0.394759        10.761
       1010.0       23227.2       2447.92      0.407312        10.958
       1000.0       23435.4       2534.16      0.420513        11.165
        990.0       23646.6       2624.50      0.434291        11.378
        980.0       23862.7       2720.02      0.448642        11.597
        970.0       24083.3       2820.43      0.463555        11.823
        960.0       24308.3       2926.19      0.479121        12.057
        950.0       24540.5       3037.64      0.495198        12.300
        940.0       24766.8       3153.66      0.511792        12.539
        930.0       25002.9       3276.53      0.529180        12.792
        920.0       25241.0       3404.53      0.547076        13.049
        910.0       25483.2       3538.93      0.565639        13.313
        900.0       25726.8       3679.65      0.584869        13.583
        890.0       25978.7       3829.01      0.605046        13.864
        880.0       26225.6       3981.61      0.625397        14.144
        870.0       26483.4       4144.93      0.647005        14.438
        860.0       26744.8       4316.93      0.669256        14.737
        850.0       27003.9       4493.98      0.692356        15.044
        840.0       27268.9       4680.60      0.716563        15.357
        830.0       27542.0       4880.32      0.741161        15.681
        820.0       27809.2       5081.78      0.766770        16.009
        810.0       28087.5       5298.94      0.793757        16.351
        800.0       28368.9       5525.12      0.821572        16.699
        790.0       28652.6       5760.77      0.850494        17.056
        780.0       28939.7       6011.12      0.880454        17.422
        770.0       29237.7       6272.78      0.912097        17.804
        760.0       29524.0       6545.52      0.944054        18.182
        750.0       29826.4       6834.37      0.978039        18.581
        740.0       30137.1       7139.54      1.013225        18.989
        730.0       30438.5       7453.85      1.049905        19.408
        720.0       30749.7       7787.36      1.088047        19.837
        710.0       31065.8       8137.28      1.127830        20.288
        700.0       31385.0       8504.64      1.169265        20.733
        690.0       31710.9       8891.90      1.212606        21.202
        680.0       32040.9       9299.24      1.257808        21.683
        670.0       32374.8       9727.45      1.304997        22.178
        660.0       32708.6      10178.18      1.354009        22.682
        650.0       33056.9      10652.39      1.405834        23.211
        640.0       33412.6      11152.13      1.460242        23.759
        630.0       33757.2      11677.47      1.516202        24.308
        620.0       34117.4      12234.42      1.575413        24.883
        610.0       34484.4      12820.11      1.637585        25.478
        600.0       34854.0      13438.20      1.702650        26.090
        590.0       35231.5      14091.08      1.771013        26.722
        580.0       35611.2      14780.96      1.842749        27.380
        570.0       36005.3      15511.66      1.918643        28.055
        560.0       36394.5      16281.02      1.997608        28.744
        550.0       36796.1      17098.94      2.081359        29.469
        540.0       37202.4      17966.90      2.170026        30.217
        530.0       37616.1      18882.51      2.262917        30.990
        520.0       38032.8      19855.31      2.360988        31.789
        510.0       38467.0      20892.00      2.465326        32.625
        500.0       38908.2      21989.93      2.575704        33.495
        490.0       39344.9      23161.20      2.692397        34.385
        480.0       39795.7      24406.00      2.815826        35.317
        470.0       40260.4      25735.30      2.947275        36.290
        460.0       40730.0      27150.27      3.087004        37.300
        450.0       41208.8      28664.28      3.236023        38.353
        440.0       41697.8      30283.79      3.394721        39.451
        430.0       42200.1      32017.02      3.564150        40.596
        420.0       42705.8      33875.49      3.745465        41.795
        410.0       43224.0      35872.88      3.939773        43.043
        400.0       43755.2      38019.41      4.148081        44.357
        390.0       44298.1      40332.42      4.372021        45.736
        380.0       44852.9      42827.17      4.613315        47.174
        370.0       45417.4      45524.70      4.873624        48.687
        360.0       46004.1      48442.76      5.154817        50.288
        350.0       46605.9      51608.53      5.459624        51.973
        340.0       47213.1      55051.15      5.790703        53.743
        330.0       47841.5      58801.77      6.151112        55.619
        320.0       48486.7      62896.97      6.544419        57.604
        310.0       49149.1      67380.38      6.974808        59.710
        300.0       49833.5      72302.63      7.447399        61.950
        290.0       50537.7      77723.67      7.967830        64.336
        280.0       51270.5      83709.19      8.542784        66.881
        270.0       52015.4      90344.53      9.180546        69.605
        260.0       52782.6      97726.00      9.890426        72.529
        250.0       53584.2     105965.00     10.684036        75.673
        240.0       54417.8     115207.33     11.575364        79.064
        230.0       55283.5     125623.29     12.581476        82.737
        220.0       56178.2     137421.80     13.723380        86.728
        210.0       57111.1     150861.06     15.026819        91.082
        200.0       58090.9     166263.01     16.524357        95.849
        190.0       59118.4     184037.55     18.257227       101.097
        180.0       60187.4     204706.83     20.278466       106.904
        170.0       61319.5     228949.52     22.656856       113.367
        160.0       62512.4     257655.11     25.483176       120.607
        150.0       63777.3     292008.34     28.878606       128.778
        140.0       65124.3     333627.46     33.009284       138.075
        130.0       66566.1     384768.26     38.107696       148.757
        120.0       68116.1     448641.42     44.505683       161.166
        110.0       69792.2     529954.20     52.691789       175.769
        100.0       71621.4     635826.86     63.407659       193.216
