            V          S(V)          A(V)          I(V)          T(V)
       3680.0        3593.8         23.48      0.014007         0.883
       3670.0        3639.6         24.13      0.014226         0.895
       3660.0        3685.6         24.79      0.014446         0.908
       3650.0        3731.6         25.46      0.014667         0.921
       3640.0        3777.6         26.14      0.014890         0.933
       3630.0        3823.7         26.83      0.015115         0.946
       3620.0        3869.9         27.54      0.015341         0.959
       3610.0        3916.1         28.25      0.015569         0.971
       3600.0        3962.5         28.98      0.015798         0.984
       3590.0        4008.8         29.71      0.016029         0.997
       3580.0        4055.3         30.46      0.016261         1.010
       3570.0        4101.8         31.23      0.016496         1.023
       3560.0        4148.3         32.00      0.016731         1.036
       3550.0        4194.8         32.78      0.016968         1.049
       3540.0        4241.4         33.58      0.017206         1.062
       3530.0        4288.0         34.39      0.017447         1.076
       3520.0        4334.7         35.21      0.017688         1.089
       3510.0        4381.5         36.04      0.017932         1.102
       3500.0        4428.4         36.88      0.018177         1.116
       3490.0        4475.3         37.74      0.018424         1.129
       3480.0        4522.2         38.61      0.018673         1.142
       3470.0        4569.3         39.50      0.018923         1.156
       3460.0        4616.4         40.39      0.019176         1.170
       3450.0        4663.5         41.30      0.019430         1.183
       3440.0        4710.6         42.23      0.019685         1.197
       3430.0        4757.9         43.16      0.019943         1.211
       3420.0        4805.2         44.11      0.020202         1.224
       3410.0        4852.6         45.07      0.020464         1.238
       3400.0        4899.9         46.05      0.020727         1.252
       3390.0        4947.3         47.04      0.020992         1.266
       3380.0        4994.8         48.04      0.021259         1.280
       3370.0        5042.4         49.06      0.021528         1.294
       3360.0        5090.0         50.09      0.021798         1.308
       3350.0        5137.7         51.14      0.022071         1.323
       3340.0        5185.5         52.20      0.022346         1.337
       3330.0        5233.3         53.28      0.022622         1.351
       3320.0        5281.2         54.37      0.022901         1.366
       3310.0        5329.1         55.47      0.023182         1.380
       3300.0        5377.1         56.59      0.023464         1.395
       3290.0        5425.1         57.72      0.023749         1.409
       3280.0        5473.2         58.87      0.024036         1.424
       3270.0        5521.4         60.04      0.024324         1.439
       3260.0        5569.6         61.22      0.024616         1.453
       3250.0        5617.9         62.41      0.024909         1.468
       3240.0        5666.2         63.63      0.025204         1.483
       3230.0        5714.6         64.85      0.025502         1.498
       3220.0        5763.0         66.10      0.025802         1.513
       3210.0        5811.6         67.36      0.026104         1.528
       3200.0        5860.2         68.63      0.026409         1.543
       3190.0        5908.8         69.93      0.026716         1.559
       3180.0        5957.6         71.24      0.027025         1.574
       3170.0        6006.4         72.56      0.027336         1.589
       3160.0        6055.4         73.90      0.027649         1.605
       3150.0        6104.4         75.26      0.027966         1.620
       3140.0        6153.5         76.64      0.028284         1.636
       3130.0        6202.6         78.03      0.028605         1.651
       3120.0        6251.8         79.44      0.028929         1.667
       3110.0        6301.0         80.87      0.029254         1.683
       3100.0        6350.2         82.32      0.029583         1.699
       3090.0        6399.4         83.79      0.029914         1.715
       3080.0        6448.7         85.27      0.030248         1.731
       3070.0        6498.1         86.77      0.030584         1.747
       3060.0        6547.5         88.30      0.030923         1.763
       3050.0        6597.1         89.84      0.031264         1.779
       3040.0        6646.7         91.40      0.031609         1.795
       3030.0        6696.4         92.97      0.031955         1.812
       3020.0        6746.2         94.57      0.032305         1.828
       3010.0        6796.0         96.19      0.032657         1.845
       3000.0        6845.8         97.82      0.033012         1.861
       2990.0        6895.7         99.48      0.033371         1.878
       2980.0        6945.7        101.16      0.033732         1.895
       2970.0        6995.8        102.86      0.034095         1.911
       2960.0        7045.8        104.57      0.034462         1.928
       2950.0        7095.9        106.31      0.034832         1.945
       2940.0        7146.0        108.07      0.035205         1.962
       2930.0        7196.2        109.86      0.035581         1.980
       2920.0        7246.6        111.66      0.035960         1.997
       2910.0        7297.0        113.48      0.036342         2.014
       2900.0        7347.5        115.33      0.036727         2.031
       2890.0        7398.0        117.19      0.037115         2.049
       2880.0        7448.6        119.08      0.037506         2.067
       2870.0        7499.3        120.99      0.037901         2.084
       2860.0        7550.0        122.93      0.038299         2.102
       2850.0        7600.9        124.88      0.038701         2.120
       2840.0        7651.8        126.87      0.039106         2.138
       2830.0        7702.9        128.87      0.039514         2.156
       2820.0        7754.0        130.90      0.039926         2.174
       2810.0        7805.1        132.96      0.040342         2.192
       2800.0        7856.1        135.03      0.040760         2.210
       2790.0        7907.3        137.13      0.041182         2.228
       2780.0        7958.5        139.25      0.041607         2.247
       2770.0        8009.9        141.40      0.042036         2.265
       2760.0        8061.3        143.57      0.042469         2.284
       2750.0        8112.8        145.77      0.042906         2.303
       2740.0        8164.4        148.00      0.043347         2.321
       2730.0        8216.1        150.25      0.043792         2.340
       2720.0        8267.9        152.53      0.044240         2.359
       2710.0        8319.7        154.84      0.044693         2.378
       2700.0        8371.7        157.17      0.045151         2.398
       2690.0        8423.8        159.54      0.045612         2.417
       2680.0        8476.0        161.93      0.046078         2.436
       2670.0        8528.2        164.34      0.046548         2.456
       2660.0        8580.3        166.78      0.047020         2.476
       2650.0        8632.5        169.25      0.047497         2.495
       2640.0        8684.7        171.75      0.047978         2.515
       2630.0        8737.1        174.27      0.048463         2.535
       2620.0        8789.5        176.83      0.048953         2.555
       2610.0        8842.0        179.41      0.049447         2.575
       2600.0        8894.6        182.02      0.049946         2.595
       2590.0        8947.4        184.67      0.050449         2.615
       2580.0        9000.2        187.35      0.050958         2.636
       2570.0        9053.1        190.06      0.051471         2.656
       2560.0        9106.2        192.80      0.051989         2.677
       2550.0        9159.3        195.57      0.052512         2.698
       2540.0        9212.5        198.37      0.053040         2.719
       2530.0        9265.9        201.21      0.053572         2.740
       2520.0        9319.4        204.07      0.054110         2.761
       2510.0        9372.6        206.97      0.054652         2.782
       2500.0        9425.8        209.90      0.055200         2.803
       2490.0        9479.1        212.87      0.055752         2.825
       2480.0        9532.5        215.87      0.056309         2.846
       2470.0        9586.7        218.90      0.056872         2.868
       2460.0        9640.3        221.97      0.057441         2.890
       2450.0        9694.0        225.08      0.058015         2.912
       2440.0        9747.9        228.22      0.058594         2.934
       2430.0        9801.8        231.40      0.059180         2.956
       2420.0        9855.9        234.61      0.059772         2.978
       2410.0        9909.9        237.86      0.060369         3.000
       2400.0        9964.1        241.15      0.060972         3.023
       2390.0       10018.2        244.48      0.061582         3.046
       2380.0       10072.6        247.84      0.062197         3.068
       2370.0       10127.0        251.24      0.062818         3.091
       2360.0       10181.5        254.68      0.063444         3.114
       2350.0       10236.1        258.16      0.064078         3.138
       2340.0       10290.7        261.68      0.064718         3.161
       2330.0       10345.4        265.24      0.065364         3.184
       2320.0       10400.2        268.84      0.066016         3.208
       2310.0       10455.1        272.48      0.066675         3.232
       2300.0       10510.1        276.16      0.067341         3.255
       2290.0       10565.2        279.89      0.068014         3.279
       2280.0       10620.3        283.67      0.068694         3.304
       2270.0       10675.5        287.48      0.069381         3.328
       2260.0       10730.9        291.35      0.070076         3.352
       2250.0       10786.4        295.25      0.070777         3.377
       2240.0       10842.1        299.20      0.071484         3.402
       2230.0       10897.9        303.18      0.072200         3.426
       2220.0       10953.5        307.22      0.072924         3.451
       2210.0       11009.2        311.31      0.073655         3.477
       2200.0       11065.0        315.44      0.074394         3.502
       2190.0       11121.0        319.63      0.075142         3.527
       2180.0       11177.0        323.86      0.075897         3.553
       2170.0       11233.3        328.14      0.076661         3.579
       2160.0       11289.6        332.48      0.077433         3.605
       2150.0       11345.4        336.86      0.078213         3.631
       2140.0       11401.8        341.29      0.079002         3.657
       2130.0       11458.4        345.77      0.079799         3.684
       2120.0       11515.0        350.31      0.080606         3.710
       2110.0       11571.6        354.90      0.081421         3.737
       2100.0       11628.5        359.55      0.082246         3.764
       2090.0       11685.4        364.25      0.083080         3.791
       2080.0       11742.5        369.02      0.083924         3.819
       2070.0       11799.6        373.84      0.084778         3.846
       2060.0       11856.8        378.71      0.085642         3.874
       2050.0       11914.1        383.65      0.086516         3.902
       2040.0       11971.5        388.65      0.087400         3.930
       2030.0       12029.0        393.70      0.088294         3.958
       2020.0       12086.7        398.83      0.089200         3.987
       2010.0       12144.5        404.01      0.090117         4.015
       2000.0       12202.5        409.27      0.091045         4.044
       1990.0       12260.7        414.58      0.091984         4.073
       1980.0       12319.0        419.96      0.092935         4.103
       1970.0       12377.4        425.42      0.093898         4.132
       1960.0       12435.9        430.94      0.094873         4.162
       1950.0       12494.6        436.54      0.095861         4.192
       1940.0       12553.4        442.20      0.096861         4.222
       1930.0       12612.3        447.94      0.097874         4.253
       1920.0       12671.5        453.77      0.098902         4.284
       1910.0       12730.9        459.67      0.099944         4.315
       1900.0       12790.4        465.64      0.100999         4.346
       1890.0       12850.1        471.71      0.102069         4.377
       1880.0       12909.9        477.85      0.103153         4.409
       1870.0       12969.9        484.07      0.104251         4.441
       1860.0       13030.2        490.39      0.105367         4.473
       1850.0       13090.7        496.80      0.106498         4.506
       1840.0       13151.4        503.30      0.107645         4.539
       1830.0       13212.3        509.89      0.108809         4.572
       1820.0       13273.5        516.58      0.109990         4.606
       1810.0       13334.9        523.37      0.111189         4.639
       1800.0       13396.5        530.25      0.112405         4.674
       1790.0       13458.2        537.23      0.113639         4.708
       1780.0       13520.3        544.32      0.114893         4.743
       1770.0       13582.6        551.52      0.116165         4.778
       1760.0       13645.0        558.82      0.117456         4.813
       1750.0       13707.9        566.25      0.118770         4.849
       1740.0       13771.1        573.80      0.120105         4.885
       1730.0       13834.5        581.46      0.121461         4.922
       1720.0       13898.2        589.24      0.122838         4.959
       1710.0       13962.2        597.14      0.124238         4.996
       1700.0       14026.4        605.17      0.125661         5.034
       1690.0       14091.1        613.33      0.127107         5.072
       1680.0       14156.1        621.64      0.128581         5.110
       1670.0       14221.3        630.09      0.130079         5.149
       1660.0       14286.9        638.68      0.131602         5.189
       1650.0       14353.0        647.40      0.133151         5.229
       1640.0       14419.4        656.28      0.134728         5.269
       1630.0       14486.1        665.32      0.136333         5.310
       1620.0       14553.1        674.53      0.137968         5.351
       1610.0       14620.5        683.90      0.139635         5.393
       1600.0       14688.3        693.43      0.141332         5.435
       1590.0       14756.6        703.13      0.143055         5.478
       1580.0       14825.4        713.02      0.144813         5.521
       1570.0       14894.5        723.09      0.146606         5.565
       1560.0       14963.9        733.35      0.148435         5.610
       1550.0       15033.7        743.81      0.150299         5.655
       1540.0       15104.2        754.46      0.152197         5.700
       1530.0       15175.3        765.32      0.154133         5.746
       1520.0       15246.7        776.39      0.156108         5.793
       1510.0       15318.5        787.69      0.158124         5.841
       1500.0       15390.9        799.21      0.160181         5.889
       1490.0       15463.7        810.96      0.162279         5.938
       1480.0       15537.2        822.95      0.164420         5.987
       1470.0       15611.3        835.18      0.166606         6.037
       1460.0       15685.8        847.67      0.168839         6.088
       1450.0       15760.8        860.43      0.171121         6.140
       1440.0       15836.3        873.46      0.173452         6.192
       1430.0       15912.2        886.76      0.175832         6.245
       1420.0       15989.0        900.35      0.178264         6.299
       1410.0       16066.6        914.24      0.180750         6.353
       1400.0       16144.6        928.43      0.183292         6.409
       1390.0       16223.4        942.95      0.185894         6.465
       1380.0       16302.9        957.81      0.188555         6.523
       1370.0       16382.9        972.99      0.191276         6.581
       1360.0       16463.9        988.52      0.194059         6.640
       1350.0       16545.6       1004.42      0.196910         6.700
       1340.0       16627.8       1020.71      0.199833         6.761
       1330.0       16710.0       1037.44      0.202832         6.823
       1320.0       16793.7       1054.56      0.205902         6.886
       1310.0       16878.0       1072.09      0.209047         6.951
       1300.0       16963.3       1090.05      0.212269         7.016
       1290.0       17049.4       1108.48      0.215574         7.083
       1280.0       17136.9       1127.49      0.218983         7.151
       1270.0       17225.3       1146.98      0.222480         7.220
       1260.0       17314.4       1166.98      0.226065         7.290
       1250.0       17404.4       1187.49      0.229742         7.362
       1240.0       17495.4       1208.56      0.233519         7.435
       1230.0       17587.7       1230.29      0.237413         7.510
       1220.0       17681.4       1252.72      0.241429         7.586
       1210.0       17776.0       1275.76      0.245553         7.664
       1200.0       17871.6       1299.36      0.249779         7.744
       1190.0       17969.0       1323.95      0.254176         7.825
       1180.0       18067.6       1349.27      0.258701         7.908
       1170.0       18168.7       1375.68      0.263416         7.994
       1160.0       18272.9       1403.23      0.268330         8.084
       1150.0       18378.7       1432.23      0.273493         8.176
       1140.0       18490.4       1462.86      0.278936         8.273
       1130.0       18606.8       1495.43      0.284756         8.376
       1120.0       18725.8       1530.45      0.290815         8.481
       1110.0       18856.7       1568.17      0.297534         8.599
       1100.0       18993.3       1609.34      0.304741         8.722
       1090.0       19136.7       1653.90      0.312486         8.853
       1080.0       19296.3       1704.34      0.321191         9.000
       1070.0       19463.4       1758.88      0.330513         9.156
       1060.0       19644.1       1819.56      0.340792         9.326
       1050.0       19838.6       1886.86      0.351972         9.510
       1040.0       20045.6       1961.33      0.364255         9.709
       1030.0       20268.5       2043.67      0.377599         9.923
       1020.0       20504.5       2134.44      0.392050        10.154
       1010.0       20752.5       2233.83      0.407581        10.398
       1000.0       21015.8       2342.82      0.424277        10.659
        990.0       21285.1       2459.82      0.441833        10.931
        980.0       21505.4       2589.22      0.460860        11.222
        970.0       21866.2       2727.67      0.480772        11.524
        960.0       22171.2       2877.59      0.501881        11.840
        950.0       22492.2       3038.33      0.523969        12.168
        940.0       22803.9       3210.82      0.547182        12.506
        930.0       23132.7       3394.66      0.571392        12.861
        920.0       23471.5       3590.72      0.596640        13.224
        910.0       23811.7       3800.33      0.622826        13.596
        900.0       24165.3       4023.83      0.650646        13.987
        890.0       24524.7       4262.54      0.679484        14.388
        880.0       24890.1       4515.82      0.709459        14.801
        870.0       25260.1       4784.13      0.740568        15.223
        860.0       25635.3       5068.37      0.772879        15.657
        850.0       26017.0       5366.16      0.806429        16.104
        840.0       26401.8       5687.04      0.841167        16.559
        830.0       26796.1       6025.20      0.877518        17.032
        820.0       27186.5       6377.10      0.914561        17.506
        810.0       27593.9       6751.22      0.953870        18.004
        800.0       27999.5       7150.41      0.994146        18.508
        790.0       28402.0       7566.65      1.035915        19.016
        780.0       28822.1       8004.33      1.079080        19.550
        770.0       29243.6       8466.97      1.124138        20.093
        760.0       29667.2       8952.92      1.170719        20.647
        750.0       30095.5       9464.42      1.219037        21.214
        740.0       30527.0      10001.78      1.269123        21.794
        730.0       30964.8      10567.91      1.321220        22.389
        720.0       31406.1      11163.26      1.375271        22.998
        710.0       31852.0      11789.02      1.431414        23.622
        700.0       32298.7      12445.04      1.489531        24.257
        690.0       32745.5      13140.70      1.550657        24.917
        680.0       33219.3      13867.91      1.613637        25.589
        670.0       33685.4      14634.44      1.679392        26.279
        660.0       34155.1      15440.93      1.747866        26.986
        650.0       34628.6      16288.85      1.819090        27.711
        640.0       35117.9      17183.29      1.893982        28.464
        630.0       35598.6      18123.22      1.971290        29.225
        620.0       36091.4      19112.47      2.052368        30.013
        610.0       36588.5      20155.67      2.137105        30.822
        600.0       37093.0      21255.85      2.225770        31.656
        590.0       37603.2      22415.51      2.318555        32.513
        580.0       38120.6      23637.32      2.415669        33.398
        570.0       38649.5      24933.70      2.518106        34.314
        560.0       39161.4      26296.41      2.624918        35.248
        550.0       39713.9      27741.42      2.737282        36.210
        540.0       40267.1      29265.92      2.855591        37.227
        530.0       40814.0      30883.71      2.980227        38.257
        520.0       41376.6      32597.17      3.111602        39.328
        510.0       41949.7      34414.34      3.250201        40.440
        500.0       42528.6      36344.82      3.396788        41.588
        490.0       43120.1      38395.75      3.551906        42.782
        480.0       43720.5      40576.89      3.716153        44.019
        470.0       44335.8      42899.08      3.890308        45.310
        460.0       44951.9      45377.55      4.075533        46.642
        450.0       45586.2      48021.94      4.272546        48.036
        440.0       46232.1      50844.99      4.482429        49.487
        430.0       46897.6      53871.84      4.706390        51.008
        420.0       47562.3      57114.97      4.945880        52.580
        410.0       48248.5      60597.93      5.202442        54.233
        400.0       48950.5      64340.81      5.477398        55.967
        390.0       49666.3      68368.94      5.772972        57.780
        380.0       50400.2      72720.42      6.091605        59.687
        370.0       51144.0      77424.59      6.435512        61.690
        360.0       51920.7      82521.74      6.807453        63.802
        350.0       52711.0      88056.59      7.210831        66.033
        340.0       53522.4      94079.54      7.649463        68.379
        330.0       54356.7     100655.02      8.127624        70.864
        320.0       55215.4     107845.45      8.650209        73.503
        310.0       56095.3     115741.29      9.223617        76.309
        300.0       57008.5     124438.34      9.854782        79.300
        290.0       57950.1     134040.52     10.551230        82.493
        280.0       58922.7     144679.29     11.322588        85.908
        270.0       59931.2     156518.30     12.180566        89.574
        260.0       60978.1     169746.48     13.139092        93.520
        250.0       62060.1     184592.59     14.214493        97.781
        240.0       63191.9     201327.85     15.426547       102.393
        230.0       64368.7     220289.53     16.799572       107.403
        220.0       65599.7     241888.67     18.363430       112.871
        210.0       66883.2     266650.80     20.156151       118.858
        200.0       68232.5     295228.84     22.224817       125.443
        190.0       69652.1     328448.40     24.629203       132.724
        180.0       71155.9     367370.57     27.445876       140.817
        170.0       72734.9     413378.76     30.774887       149.863
        160.0       74411.9     468306.51     34.748506       160.042
        150.0       76199.3     534631.05     39.545639       171.585
        140.0       78111.9     615727.60     45.409676       184.784
        130.0       80168.1     716337.87     52.682440       200.021
        120.0       82389.2     843250.04     61.853027       217.807
        110.0       84803.7    1006482.28     73.643131       238.839
        100.0       87451.2    1221356.25     89.155732       264.092
